Date,Close Price,Open Price,High Price,Low Price,Total Traded Quantity
8-May-18,"1,058.59","1,064.62","1,065.23","1,051.64",1.30M
7-May-18,"1,059.46","1,053.89","1,065.00","1,050.27",1.72M
4-May-18,"1,051.00","1,019.61","1,051.88","1,018.05",1.84M
3-May-18,"1,026.30","1,025.37","1,030.69","1,007.89",1.96M
2-May-18,"1,026.05","1,034.00","1,043.98","1,023.16",1.73M
1-May-18,"1,040.75","1,016.30","1,041.73","1,010.61",1.77M
30-Apr-18,"1,018.58","1,034.42","1,038.37","1,018.30",1.72M
27-Apr-18,"1,031.45","1,045.54","1,051.69","1,027.59",2.04M
26-Apr-18,"1,043.31","1,033.22","1,052.02","1,020.45",2.55M
25-Apr-18,"1,022.99","1,029.75","1,036.07","1,017.01",2.89M
24-Apr-18,"1,022.64","1,059.20","1,064.49","1,012.86",6.41M
23-Apr-18,"1,073.81","1,082.98","1,088.00","1,066.68",3.48M
20-Apr-18,"1,077.32","1,084.27","1,094.75","1,072.10",2.12M
19-Apr-18,"1,089.45","1,069.02","1,097.51","1,069.02",1.99M
18-Apr-18,"1,075.39","1,079.01","1,082.00","1,070.52",1.56M
17-Apr-18,"1,079.36","1,061.20","1,085.00","1,057.09",2.73M
16-Apr-18,"1,046.10","1,045.55","1,051.43","1,033.92",1.49M
13-Apr-18,"1,036.04","1,046.89","1,052.98","1,030.15",1.27M
12-Apr-18,"1,037.29","1,031.47","1,044.65","1,026.05",1.64M
11-Apr-18,"1,025.06","1,032.00","1,035.87","1,019.20",1.70M
10-Apr-18,"1,036.50","1,030.26","1,041.21","1,015.41",1.84M
9-Apr-18,"1,020.09","1,020.04","1,044.59","1,019.20",1.66M
6-Apr-18,"1,009.95","1,023.10","1,036.00","1,006.25",2.01M
5-Apr-18,"1,032.64","1,046.39","1,046.71","1,024.00",1.79M
4-Apr-18,"1,029.71",998.23,"1,032.74",996.51,2.54M
3-Apr-18,"1,018.68","1,016.15","1,025.00",997.25,2.57M
2-Apr-18,"1,012.63","1,027.62","1,039.53",994.25,3.25M
29-Mar-18,"1,037.14","1,011.21","1,048.05","1,004.04",3.47M
28-Mar-18,"1,005.18","1,001.91","1,024.99",984,3.88M
27-Mar-18,"1,006.94","1,063.90","1,064.54",997.62,3.04M
26-Mar-18,"1,054.09","1,050.60","1,059.27","1,010.58",3.30M
23-Mar-18,"1,026.55","1,051.37","1,066.78","1,024.87",2.49M
22-Mar-18,"1,053.15","1,080.01","1,083.92","1,049.64",3.47M
21-Mar-18,"1,094.00","1,092.57","1,108.70","1,087.21",2.24M
20-Mar-18,"1,095.80","1,098.40","1,105.55","1,082.42",2.73M
19-Mar-18,"1,100.07","1,117.76","1,119.37","1,088.92",3.18M
16-Mar-18,"1,134.42","1,155.35","1,156.81","1,131.36",2.93M
15-Mar-18,"1,150.61","1,149.57","1,162.50","1,135.66",1.67M
14-Mar-18,"1,148.89","1,145.80","1,159.76","1,142.35",2.09M
13-Mar-18,"1,139.91","1,171.83","1,178.00","1,134.57",2.16M
12-Mar-18,"1,165.93","1,165.05","1,178.16","1,159.20",2.22M
9-Mar-18,"1,160.84","1,139.50","1,161.00","1,134.29",2.13M
8-Mar-18,"1,129.38","1,117.20","1,131.44","1,117.20",1.69M
7-Mar-18,"1,115.04","1,092.82","1,116.20","1,089.91",1.54M
6-Mar-18,"1,100.90","1,102.10","1,105.63","1,094.50",1.17M
5-Mar-18,"1,094.76","1,078.13","1,101.18","1,072.27",1.43M
2-Mar-18,"1,084.14","1,057.98","1,086.89","1,050.11",2.51M
1-Mar-18,"1,071.41","1,109.54","1,111.27","1,067.29",2.77M
28-Feb-18,"1,103.92","1,122.00","1,127.65","1,103.00",2.46M
27-Feb-18,"1,117.51","1,143.70","1,144.25","1,116.79",2.15M
26-Feb-18,"1,143.70","1,131.86","1,144.20","1,129.34",1.55M
23-Feb-18,"1,128.09","1,118.66","1,129.00","1,108.44",1.26M
22-Feb-18,"1,109.90","1,119.17","1,125.46","1,105.15",1.40M
21-Feb-18,"1,113.75","1,109.10","1,136.20","1,107.51",2.07M
20-Feb-18,"1,103.59","1,092.76","1,116.29","1,090.00",1.69M
16-Feb-18,"1,095.50","1,093.38","1,108.31","1,091.55",2.00M
15-Feb-18,"1,091.36","1,083.45","1,094.10","1,067.23",1.87M
14-Feb-18,"1,072.70","1,054.32","1,075.47","1,049.80",2.07M
13-Feb-18,"1,054.14","1,050.00","1,061.22","1,046.92",1.58M
12-Feb-18,"1,054.56","1,056.67","1,065.57","1,045.49",2.81M
9-Feb-18,"1,046.27","1,025.88","1,051.72",997,4.92M
8-Feb-18,"1,007.71","1,059.87","1,063.93","1,004.70",3.34M
7-Feb-18,"1,055.41","1,084.97","1,086.53","1,054.62",2.60M
6-Feb-18,"1,084.43","1,033.98","1,087.38","1,030.01",3.83M
5-Feb-18,"1,062.39","1,100.61","1,114.99","1,056.74",4.18M
2-Feb-18,"1,119.20","1,127.42","1,131.30","1,111.17",5.89M
1-Feb-18,"1,181.59","1,175.99","1,187.45","1,169.36",3.68M
31-Jan-18,"1,182.22","1,183.81","1,186.32","1,172.10",1.80M
30-Jan-18,"1,177.37","1,177.72","1,187.93","1,174.51",1.87M
29-Jan-18,"1,186.48","1,188.00","1,198.00","1,184.06",1.57M
26-Jan-18,"1,187.56","1,187.53","1,187.56","1,168.03",2.11M
25-Jan-18,"1,182.14","1,180.71","1,185.00","1,171.84",1.50M
24-Jan-18,"1,171.29","1,184.98","1,187.05","1,167.40",1.86M
23-Jan-18,"1,176.17","1,170.62","1,178.51","1,167.25",1.96M
22-Jan-18,"1,164.16","1,143.82","1,166.88","1,141.82",1.48M
19-Jan-18,"1,143.50","1,138.03","1,143.78","1,132.50",1.53M
18-Jan-18,"1,135.97","1,139.35","1,140.59","1,124.46",1.37M
17-Jan-18,"1,139.10","1,136.36","1,139.32","1,123.49",1.39M
16-Jan-18,"1,130.70","1,140.31","1,148.88","1,126.66",1.82M
12-Jan-18,"1,130.65","1,110.10","1,131.30","1,108.01",1.93M
11-Jan-18,"1,112.05","1,112.31","1,114.85","1,106.48",1.12M
10-Jan-18,"1,110.14","1,107.00","1,112.78","1,103.98",1.04M
9-Jan-18,"1,112.79","1,118.44","1,118.44","1,108.20",1.34M
8-Jan-18,"1,114.21","1,111.00","1,119.16","1,110.00",1.23M
5-Jan-18,"1,110.29","1,103.45","1,113.58","1,101.80",1.51M
4-Jan-18,"1,095.76","1,097.09","1,104.08","1,094.26",1.30M
3-Jan-18,"1,091.52","1,073.93","1,096.10","1,073.43",1.57M
2-Jan-18,"1,073.21","1,053.02","1,075.98","1,053.02",1.59M
29-Dec-17,"1,053.40","1,055.49","1,058.05","1,052.70",1.18M
28-Dec-17,"1,055.95","1,062.25","1,064.84","1,053.38",994.25K
27-Dec-17,"1,060.20","1,066.60","1,068.27","1,058.38",1.12M
26-Dec-17,"1,065.85","1,068.64","1,068.86","1,058.64",918.77K
22-Dec-17,"1,068.86","1,070.00","1,071.72","1,067.64",889.45K
21-Dec-17,"1,070.85","1,075.39","1,077.52","1,069.00",1.28M
20-Dec-17,"1,073.56","1,080.92","1,081.23","1,068.60",1.44M
19-Dec-17,"1,079.78","1,083.02","1,084.97","1,072.27",1.32M
18-Dec-17,"1,085.09","1,076.45","1,086.49","1,070.37",1.51M
15-Dec-17,"1,072.00","1,063.78","1,075.25","1,060.09",3.19M
14-Dec-17,"1,057.47","1,055.49","1,067.08","1,053.60",1.55M
13-Dec-17,"1,051.39","1,052.08","1,055.48","1,046.58",1.38M
12-Dec-17,"1,048.77","1,050.00","1,062.50","1,044.87",1.69M
11-Dec-17,"1,051.97","1,051.11","1,056.00","1,044.12",1.16M
8-Dec-17,"1,049.38","1,051.81","1,056.42","1,045.86",1.56M
7-Dec-17,"1,044.57","1,036.07","1,048.92","1,035.36",1.54M
6-Dec-17,"1,032.72","1,016.52","1,039.58","1,015.31",1.44M
5-Dec-17,"1,019.60","1,010.99","1,036.68","1,002.32",1.95M
4-Dec-17,"1,011.87","1,027.80","1,031.34","1,009.22",1.94M
1-Dec-17,"1,025.07","1,030.41","1,037.24","1,016.90",1.89M
30-Nov-17,"1,036.17","1,039.94","1,044.14","1,030.07",2.25M
29-Nov-17,"1,037.38","1,056.18","1,058.77","1,029.65",2.79M
28-Nov-17,"1,063.29","1,073.99","1,080.00","1,054.54",1.82M
27-Nov-17,"1,072.01","1,058.57","1,073.04","1,054.77",1.77M
24-Nov-17,"1,056.52","1,054.39","1,060.07","1,051.92",825.37K
22-Nov-17,"1,051.92","1,051.16","1,055.43","1,047.25",726.90K
21-Nov-17,"1,050.30","1,040.04","1,050.39","1,039.14",1.11M
20-Nov-17,"1,034.66","1,036.00","1,038.69","1,032.67",876.32K
17-Nov-17,"1,035.89","1,049.80","1,051.00","1,033.73",1.34M
16-Nov-17,"1,048.47","1,038.75","1,051.76","1,038.00",1.19M
15-Nov-17,"1,036.41","1,035.00","1,039.63","1,030.76",905.26K
14-Nov-17,"1,041.64","1,037.72","1,042.30","1,029.33",1.05M
13-Nov-17,"1,041.20","1,040.80","1,048.74","1,039.26",940.72K
10-Nov-17,"1,044.15","1,043.87","1,046.63","1,041.22",972.13K
9-Nov-17,"1,047.72","1,048.00","1,050.88","1,035.85",1.79M
8-Nov-17,"1,058.29","1,050.05","1,062.69","1,047.05",1.21M
7-Nov-17,"1,052.39","1,049.65","1,053.41","1,043.00",1.31M
6-Nov-17,"1,042.68","1,049.10","1,052.59","1,042.00",914.75K
3-Nov-17,"1,049.99","1,042.75","1,050.66","1,037.65",1.39M
2-Nov-17,"1,042.97","1,039.99","1,045.52","1,028.66",1.33M
1-Nov-17,"1,042.60","1,036.32","1,047.86","1,034.00",2.16M
31-Oct-17,"1,033.04","1,033.00","1,041.00","1,026.30",1.52M
30-Oct-17,"1,033.13","1,029.16","1,039.83","1,022.33",2.34M
27-Oct-17,"1,033.67","1,030.99","1,063.62","1,026.85",5.18M
26-Oct-17,991.42,998.47,"1,006.51",990.47,2.37M
25-Oct-17,991.46,986.27,994.43,977.72,1.53M
